ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-let-7e-5p,MIMAT0000066,SUZ12,23512,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RBFOX2,23543,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,PIGN,23556,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ACOT9,23597,PAR-CLIP,23592263|23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLD3,23646,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,MTCH2,23788,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,BRI3,25798,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NOCT,25819,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ARIH1,25820,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,INTS7,25896,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF451,26036,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,APPL1,26060,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CHTOP,26097,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,SERBP1,26135,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RSL1D1,26156,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FBXW2,26190,PAR-CLIP,23446348|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,AGO1,26523,CLASH//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,23622248|23426184,Unspecified
hsa-let-7e-5p,MIMAT0000066,AGO2,27161,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SALL3,27164,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,DISC1,27185,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,POLL,27343,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,SGSM3,27352,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLCO4A1,28231,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLCO3A1,28232,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,C19orf53,28974,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,CCDC113,29070,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,GTPBP8,29083,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,THYN1,29087,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,RACGAP1,29127,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ABT1,29777,HITS-CLIP//PAR-CLIP,23592263|24398324|21572407|23313552|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,CCDC106,29903,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ERO1A,30001,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,SOCS7,30837,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,DCAF8,50717,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SHANK1,50944,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TMED5,50999,HITS-CLIP//PAR-CLIP,23592263|24906430,Unspecified
hsa-let-7e-5p,MIMAT0000066,MRPS2,51116,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NAA20,51126,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,RNFT1,51136,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLEKHO1,51177,PAR-CLIP,22291592|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,CPA4,51200,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,PIGP,51227,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,COX16,51241,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,THEM6,51337,PAR-CLIP,23592263|24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,RWDD1,51389,HITS-CLIP,23824327,Unspecified
hsa-let-7e-5p,MIMAT0000066,CWC15,51503,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NCKIPSD,51517,CLASH//HITS-CLIP//PAR-CLIP,23622248|23446348|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,TRMO,51531,PAR-CLIP,23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,LSR,51599,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC38A2,54407,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MIEF1,54471,PAR-CLIP,23592263|24398324|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,DGCR8,54487,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM105A,54491,HITS-CLIP//PAR-CLIP,23592263|23446348|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,MARCH5,54708,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,UHRF1BP1,54887,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CDKAL1,54901,CLASH//HITS-CLIP,23622248|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,SEMA4C,54910,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,DNAJC28,54943,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,PARP16,54956,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF770,54989,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,USP47,55031,PAR-CLIP,27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,BSDC1,55108,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FIGN,55137,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,VPS13D,55187,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ARL8B,55207,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,C11orf57,55216,PAR-CLIP,23592263|21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,LRRC20,55222,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC38A7,55238,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,NUDT15,55270,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TBC1D19,55296,PAR-CLIP,22291592,Unspecified
hsa-let-7e-5p,MIMAT0000066,SYNJ2BP,55333,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLCXD1,55344,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,YOD1,55432,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,CDV3,55573,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,KIF27,55582,PAR-CLIP,22100165,Unspecified
hsa-let-7e-5p,MIMAT0000066,BMP2K,55589,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,OTUD5,55593,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,OTUB1,55611,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,KRBOX4,55634,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CHD7,55636,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,HIF1AN,55662,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RABL6,55684,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IPO9,55705,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM222B,55731,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,RCOR3,55758,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TXLNG,55787,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,DCAF6,55827,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,USE1,55850,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ECHDC1,55862,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZKSCAN7,55888,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,LRRC8A,56262,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,DIABLO,56616,PAR-CLIP,23446348|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,SAR1A,56681,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,RAD18,56852,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,UGGT1,56886,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,STARD7,56910,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SMARCAD1,56916,PAR-CLIP,24398324|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,NCLN,56926,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ATXN7L3,56970,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,YAE1D1,57002,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,C12orf4,57102,PAR-CLIP,23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM219B,57184,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SCYL1,57410,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RHBDD2,57414,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,KIAA1143,57456,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,MTUS1,57509,PAR-CLIP,23592263|24398324|23446348|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,KIAA1328,57536,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,PDP2,57546,CLASH//PAR-CLIP,23622248|23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,BAHCC1,57597,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,WDR48,57599,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,USP37,57695,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM160B1,57700,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NCKAP5L,57701,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,RAB40C,57799,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,ABHD17C,58489,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,SPCS3,60559,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,THADA,63892,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PRSS22,64063,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,RRAGC,64121,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NSD1,64324,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,MTMR14,64419,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NOM1,64434,PAR-CLIP,23592263|23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,SMAP2,64744,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RMND5A,64795,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NT5DC2,64943,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MARCKSL1,65108,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLEKHA3,65977,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,PHACTR4,65979,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC2A11,66035,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ATG9A,79065,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,RNF26,79102,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,EFHD2,79180,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,ADIPOR2,79602,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,RHBDF2,79651,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,LIN28A,79727,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,23774216,Unspecified
hsa-let-7e-5p,MIMAT0000066,C12orf49,79794,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,AGMAT,79814,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ALG13,79868,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NAA60,79903,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NRSN2,80023,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF556,80032,HITS-CLIP,23824327,Unspecified
hsa-let-7e-5p,MIMAT0000066,CTC1,80169,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CHD9,80205,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,OPA3,80207,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,EDEM3,80267,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC19A3,80704,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,LIMD2,80774,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,COLEC12,81035,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,RCC1L,81554,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,C1orf21,81563,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF611,81856,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,CDCA3,83461,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,DNAL1,83544,PAR-CLIP,21572407|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,KREMEN1,83999,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,EMILIN2,84034,HITS-CLIP//PAR-CLIP,20371350|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,KATNAL1,84056,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC10A7,84068,PAR-CLIP,24398324|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,TOMM40L,84134,PAR-CLIP,26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,UTP15,84135,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF644,84146,PAR-CLIP,23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,NOA1,84273,PAR-CLIP,23592263|23446348,Unspecified
hsa-let-7e-5p,MIMAT0000066,NICN1,84276,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TMEM107,84314,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RAB11FIP4,84440,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZBTB37,84614,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,USP38,84640,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,FUT10,84750,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,C19orf48,84798,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF587,84914,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,PPP1R15B,84919,PAR-CLIP,23592263|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM104A,84923,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF566,84924,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,FBXL20,84961,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,ARHGAP19,84986,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,COX14,84987,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,HIST1H2BK,85236,PAR-CLIP,23592263|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZCCHC3,85364,PAR-CLIP,23446348|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,LMLN,89782,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MIDN,90007,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,HS6ST2,90161,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CCDC97,90324,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF799,90576,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,DHX57,90957,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FMNL3,91010,PAR-CLIP,22100165,Unspecified
hsa-let-7e-5p,MIMAT0000066,ANKRD40,91369,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ELMSAN1,91748,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CABLES1,91768,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZC3HAV1L,92092,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,TIMM50,92609,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MARS2,92935,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,SDR42E1,93517,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZFAND4,93550,HITS-CLIP//PAR-CLIP,23706177|23313552|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,TBC1D31,93594,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PIGS,94005,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PDZD8,118987,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,LRIG3,121227,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,AEBP2,121536,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NAA30,122830,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,MSI2,124540,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZFP3,124961,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IRGQ,126298,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,C19orf47,126526,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,TRIM71,131405,PAR-CLIP,20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,DCBLD2,131566,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM43A,131583,PAR-CLIP,23592263|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,UROC1,131669,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,GRPEL2,134266,PAR-CLIP,23592263|24398324|23446348|21572407|20371350|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,PM20D2,135293,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,UBXN2B,137886,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,GPAT4,137964,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,BRI3BP,140707,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,SMCR8,140775,PAR-CLIP,24398324|23446348|21572407|26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF578,147660,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF417,147687,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF738,148203,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,C1orf210,149466,HITS-CLIP//PAR-CLIP,23446348|21572407|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,DTX3L,151636,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,CEP120,153241,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,ANKRD46,157567,PAR-CLIP,22100165|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,TMTC3,160418,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,OR7D2,162998,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IFNLR1,163702,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,PAPD4,167153,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TXLNA,200081,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,KLHDC8B,200942,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF584,201514,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,PDE12,201626,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,HIPK1,204851,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC16A9,220963,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,JMJD1C,221037,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SPATA13,221178,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,JAZF1,221895,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TMED4,222068,PAR-CLIP,27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,UBN2,254048,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NUDT8,254552,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RNF144B,255488,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,MFSD8,256471,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,PGM2L1,283209,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,KCTD21,283219,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,C5orf51,285636,PAR-CLIP,23592263|24398324|23446348|21572407|20371350|26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZBTB8OS,339487,HITS-CLIP//PAR-CLIP,23446348|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,NAT8L,339983,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,ACER2,340485,PAR-CLIP,24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,MS4A10,341116,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF774,342132,HITS-CLIP//PAR-CLIP,22100165|27418678,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF284,342909,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MTX3,345778,HITS-CLIP,23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,SKA2,348235,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,NDUFA4P1,360165,PAR-CLIP,22100165,Unspecified
hsa-let-7e-5p,MIMAT0000066,NHLRC2,374354,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,NHLRC3,387921,PAR-CLIP,24398324|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,BEND4,389206,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,RBM12B,389677,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF805,390980,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PRAMEF13,400736,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,RAB19,401409,HITS-CLIP//PAR-CLIP,23706177|23313552|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,CENPP,401541,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,POTEG,404785,PAR-CLIP,26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,FNDC9,408263,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,HIST2H2BF,440689,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ATXN7L3B,552889,PAR-CLIP,23592263|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,PRR5-ARHGAP8,553158,PAR-CLIP,27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,POTEM,641455,PAR-CLIP,26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZFP62,643836,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM83G,644815,PAR-CLIP,23592263|24398324,Unspecified
hsa-let-7e-5p,MIMAT0000066,FOXD4L6,653404,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,CASTOR2,729438,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,C11orf91,100131378,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,OCLN,100506658,CLASH,23622248,Unspecified
hsa-mir-98-5p,MIMAT0000096,A2M,2,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ABCF1,23,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ACADM,34,qRT-PCR,17942906,Unspecified
hsa-mir-98-5p,MIMAT0000096,ACTA1,58,PAR-CLIP,21572407,Unspecified
hsa-mir-98-5p,MIMAT0000096,ADA,100,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ADCY9,115,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,ADH5,128,HITS-CLIP//PAR-CLIP,23313552|26701625|27292025,Unspecified
hsa-mir-98-5p,MIMAT0000096,JAG1,182,Microarray,19088304,Unspecified
hsa-mir-98-5p,MIMAT0000096,AHR,196,Microarray//PAR-CLIP,19088304|23592263,Unspecified
